Date,Total Tests,Daily Tests (ECLRS),New Positive Cases (TCHD),Total Positive Cases (TCHD),Released from Isolation (TCHD),Active Cases (TCHD),Active COVID-19 Hospitalizations (CHS),Total TC Resident Deaths (TCHD),Total Vaccinations 1st Dose,Total Vaccinations Completed,NYS Vaccine Tracker: Tompkins County 1st Dose,NYS Vaccine Tracker: Tompkins County Complete Series,Reported Positive Self-Tests,Total Positive Self-Tests
2/27/21,799450.0,7527.0,7.0,3422.0,3289.0,106.0,4.0,27.0,10032.0,7114.0,,,,
2/28/21,804624.0,5174.0,10.0,3432.0,3310.0,95.0,3.0,27.0,10829.0,7116.0,,,,
3/1/21,807887.0,3263.0,5.0,3437.0,3319.0,91.0,3.0,27.0,10829.0,7116.0,,,,
3/2/21,812768.0,4881.0,3.0,3440.0,3337.0,76.0,3.0,27.0,10829.0,7116.0,,,,
3/3/21,819958.0,7190.0,12.0,3452.0,3344.0,81.0,2.0,27.0,11649.0,7116.0,,,,
3/4/21,826844.0,6886.0,16.0,3468.0,3349.0,92.0,2.0,27.0,11649.0,7116.0,,,,
3/5/21,832894.0,6050.0,11.0,3479.0,3359.0,93.0,0.0,27.0,12499.0,7146.0,,,,
3/6/21,841019.0,8125.0,10.0,3489.0,3368.0,93.0,0.0,28.0,13668.0,7146.0,,,,
3/7/21,845217.0,4198.0,14.0,3503.0,3384.0,91.0,0.0,28.0,13674.0,8036.0,,,,
3/8/21,847227.0,2010.0,8.0,3511.0,3393.0,90.0,0.0,28.0,13795.0,8036.0,,,,
3/9/21,852585.0,5358.0,10.0,3521.0,3404.0,88.0,1.0,29.0,13795.0,8106.0,,,,
3/10/21,859869.0,7284.0,15.0,3536.0,3409.0,98.0,0.0,29.0,13795.0,8106.0,,,,
3/11/21,865468.0,5599.0,25.0,3561.0,3423.0,109.0,1.0,29.0,14965.0,8106.0,,,,
3/12/21,871119.0,5651.0,15.0,3576.0,3431.0,116.0,1.0,29.0,14965.0,8106.0,,,,
3/13/21,877831.0,6712.0,12.0,3588.0,3439.0,120.0,0.0,29.0,14970.0,8316.0,,,,
3/14/21,883742.0,5911.0,15.0,3603.0,3446.0,127.0,1.0,30.0,14970.0,8316.0,,,,
3/15/21,886571.0,2829.0,7.0,3610.0,3459.0,121.0,1.0,30.0,14970.0,8316.0,,,,
3/16/21,892277.0,5706.0,14.0,3624.0,3467.0,127.0,1.0,30.0,14970.0,9203.0,,,,
3/17/21,899603.0,7326.0,21.0,3645.0,3476.0,139.0,0.0,30.0,14970.0,9203.0,,,,
3/18/21,906516.0,6913.0,28.0,3673.0,3483.0,160.0,0.0,30.0,15760.0,9203.0,,,,
3/19/21,914190.0,7674.0,24.0,3697.0,3499.0,168.0,0.0,30.0,15760.0,9203.0,,,,
3/20/21,922775.0,8585.0,23.0,3720.0,3528.0,162.0,0.0,30.0,15760.0,9203.0,,,,
3/21/21,928094.0,5319.0,12.0,3732.0,3546.0,156.0,0.0,30.0,15760.0,9203.0,,,,
3/22/21,931645.0,3551.0,7.0,3739.0,3559.0,150.0,1.0,30.0,15760.0,9203.0,,,,
3/23/21,938080.0,6435.0,5.0,3744.0,3569.0,145.0,1.0,30.0,15760.0,9203.0,,,,
3/24/21,945851.0,7771.0,17.0,3761.0,3579.0,152.0,1.0,30.0,15760.0,9203.0,,,,
3/25/21,953470.0,7619.0,24.0,3785.0,3591.0,164.0,3.0,30.0,15760.0,9203.0,,,,
3/26/21,959804.0,6334.0,33.0,3818.0,3602.0,186.0,2.0,30.0,18102.0,9710.0,,,,
3/27/21,967869.0,8065.0,23.0,3841.0,3631.0,180.0,2.0,30.0,18102.0,9710.0,,,,
3/28/21,972880.0,5011.0,29.0,3870.0,3647.0,193.0,2.0,30.0,18102.0,9710.0,,,,
3/29/21,976273.0,3393.0,14.0,3884.0,3665.0,189.0,0.0,30.0,18102.0,9710.0,,,,
3/30/21,981758.0,5485.0,13.0,3897.0,3688.0,179.0,1.0,30.0,19937.0,10176.0,,,,
3/31/21,990167.0,8409.0,17.0,3914.0,3700.0,184.0,2.0,30.0,19937.0,10176.0,40566.0,19738.0,,
4/1/21,996374.0,6207.0,19.0,3933.0,3713.0,190.0,3.0,30.0,19937.0,10176.0,40566.0,19738.0,,
4/2/21,1002284.0,5910.0,18.0,3951.0,3720.0,201.0,3.0,30.0,21771.0,12946.0,41169.0,22123.0,,
4/3/21,1009909.0,7625.0,8.0,3959.0,3747.0,182.0,3.0,30.0,21771.0,12946.0,42047.0,23561.0,,
4/4/21,1013709.0,3800.0,11.0,3970.0,3780.0,160.0,5.0,30.0,21771.0,12946.0,43816.0,23965.0,,
4/5/21,1016647.0,2938.0,4.0,3974.0,3807.0,137.0,4.0,30.0,21771.0,12946.0,44376.0,24348.0,,
4/6/21,1021240.0,4593.0,6.0,3980.0,3837.0,113.0,3.0,30.0,21771.0,12946.0,44739.0,24633.0,,
4/7/21,1028232.0,6992.0,6.0,3986.0,3857.0,99.0,4.0,30.0,22937.0,14120.0,46405.0,25145.0,,
4/8/21,1034194.0,5962.0,8.0,3994.0,3868.0,96.0,6.0,30.0,22937.0,14120.0,46892.0,25967.0,,
4/9/21,1040365.0,6171.0,9.0,4003.0,3880.0,93.0,5.0,30.0,22937.0,14120.0,47725.0,27294.0,,
4/10/21,1047555.0,7190.0,10.0,4013.0,3896.0,87.0,4.0,30.0,24377.0,15500.0,49788.0,28093.0,,
4/11/21,1051919.0,4364.0,9.0,4022.0,3902.0,90.0,4.0,30.0,24377.0,15500.0,51797.0,28909.0,,
4/12/21,1055792.0,3873.0,5.0,4027.0,3912.0,85.0,6.0,30.0,24377.0,15500.0,52389.0,29690.0,,
4/13/21,1061207.0,5415.0,5.0,4032.0,3922.0,80.0,6.0,30.0,25700.0,16696.0,53080.0,30417.0,,
4/14/21,1069549.0,8342.0,13.0,4045.0,3930.0,85.0,6.0,30.0,25700.0,16696.0,53570.0,32202.0,,
4/15/21,1074628.0,5079.0,14.0,4059.0,3938.0,91.0,3.0,30.0,25700.0,16696.0,54051.0,33823.0,,
4/16/21,1080533.0,5905.0,7.0,4066.0,3950.0,86.0,4.0,30.0,25704.0,19637.0,54299.0,34974.0,,
4/17/21,1087505.0,6972.0,12.0,4078.0,3964.0,84.0,3.0,30.0,25704.0,19637.0,55665.0,35398.0,,
4/18/21,1092097.0,4592.0,6.0,4084.0,3973.0,81.0,5.0,30.0,25704.0,19637.0,57372.0,35832.0,,
4/19/21,1095416.0,3319.0,4.0,4088.0,3980.0,78.0,4.0,30.0,25704.0,19637.0,57692.0,36265.0,,
4/20/21,1098886.0,3470.0,2.0,4090.0,3995.0,65.0,4.0,30.0,28116.0,19654.0,57906.0,36688.0,,
4/21/21,1107244.0,8358.0,11.0,4101.0,4008.0,63.0,5.0,30.0,28116.0,19654.0,58098.0,37169.0,,
4/22/21,1112185.0,4941.0,11.0,4112.0,4024.0,58.0,5.0,30.0,28116.0,19654.0,58273.0,37629.0,,
4/23/21,1118836.0,6651.0,10.0,4122.0,4027.0,65.0,6.0,30.0,28116.0,20781.0,58273.0,37629.0,,
4/24/21,1125826.0,6990.0,18.0,4140.0,4038.0,72.0,7.0,30.0,28116.0,20781.0,58819.0,39842.0,,
4/25/21,1129226.0,3400.0,2.0,4142.0,4051.0,61.0,5.0,30.0,28116.0,20781.0,59056.0,40476.0,,
4/26/21,1131479.0,2253.0,0.0,4142.0,4056.0,56.0,6.0,30.0,28116.0,20781.0,60125.0,40845.0,,
4/27/21,1137298.0,5819.0,4.0,4146.0,4063.0,53.0,6.0,30.0,29226.0,20805.0,60233.0,41231.0,,
4/28/21,1143346.0,6048.0,7.0,4153.0,4067.0,55.0,5.0,31.0,29226.0,20805.0,60351.0,41655.0,,
4/29/21,1148278.0,4932.0,11.0,4164.0,4075.0,58.0,8.0,31.0,29226.0,20805.0,60581.0,42755.0,,
4/30/21,1153636.0,5358.0,6.0,4170.0,4077.0,62.0,8.0,31.0,29236.0,22630.0,61266.0,45018.0,,
5/1/21,1159467.0,5831.0,8.0,4178.0,4084.0,63.0,8.0,31.0,29236.0,22630.0,61785.0,45837.0,,
5/2/21,1163081.0,3614.0,8.0,4186.0,4096.0,59.0,8.0,31.0,29236.0,22630.0,61932.0,46224.0,,
5/3/21,1165625.0,2544.0,4.0,4190.0,4112.0,47.0,7.0,31.0,29236.0,22630.0,61987.0,46501.0,,
5/4/21,1170299.0,4674.0,2.0,4192.0,4117.0,44.0,7.0,31.0,29236.0,22975.0,62034.0,46796.0,,
5/5/21,1176187.0,5888.0,15.0,4207.0,4123.0,53.0,4.0,31.0,29236.0,22975.0,62256.0,47617.0,,
5/6/21,1180483.0,4296.0,7.0,4214.0,4129.0,54.0,3.0,31.0,29236.0,22975.0,62451.0,49635.0,,
5/7/21,1185754.0,5271.0,6.0,4220.0,4140.0,49.0,3.0,31.0,30016.0,24404.0,62786.0,50529.0,,
5/8/21,1190971.0,5217.0,6.0,4226.0,4145.0,50.0,2.0,31.0,30016.0,24404.0,62906.0,50912.0,,
5/9/21,1193426.0,2455.0,8.0,4234.0,4152.0,51.0,2.0,31.0,30016.0,24404.0,63078.0,51380.0,,
5/10/21,1195633.0,2207.0,1.0,4235.0,4156.0,48.0,2.0,31.0,30016.0,24404.0,63267.0,51775.0,,
5/11/21,1200949.0,5316.0,3.0,4238.0,4161.0,46.0,3.0,31.0,30016.0,24686.0,63338.0,52052.0,,
5/12/21,1201847.0,898.0,3.0,4241.0,4167.0,43.0,2.0,31.0,30016.0,24686.0,63415.0,52334.0,,
5/13/21,1208023.0,6176.0,8.0,4249.0,4174.0,44.0,2.0,31.0,30016.0,24686.0,63440.0,53164.0,,
5/14/21,1212497.0,4474.0,10.0,4259.0,4182.0,46.0,4.0,31.0,30016.0,28092.0,63627.0,54119.0,,
5/15/21,1216322.0,3825.0,16.0,4275.0,4190.0,54.0,2.0,31.0,,,63972.0,56290.0,,
5/16/21,1219905.0,3583.0,7.0,4282.0,4197.0,54.0,2.0,31.0,,,64206.0,56416.0,,
5/17/21,1222843.0,2938.0,6.0,4288.0,4205.0,52.0,2.0,31.0,,,64320.0,56521.0,,
5/18/21,1227043.0,4200.0,2.0,4290.0,4212.0,47.0,2.0,31.0,,,64370.0,56583.0,,
5/19/21,1231067.0,4024.0,16.0,4306.0,4225.0,50.0,2.0,31.0,,,64620.0,56798.0,,
5/20/21,1234738.0,3671.0,8.0,4314.0,4230.0,53.0,2.0,31.0,,,64881.0,57862.0,,
5/21/21,1238095.0,3357.0,5.0,4319.0,4235.0,53.0,2.0,31.0,,,65353.0,58047.0,,
5/22/21,1240905.0,2810.0,6.0,4325.0,4241.0,53.0,3.0,31.0,,,65622.0,58148.0,,
5/23/21,1243914.0,3009.0,9.0,4334.0,4252.0,51.0,2.0,31.0,,,65755.0,58238.0,,
5/24/21,1245676.0,1762.0,1.0,4335.0,4259.0,45.0,2.0,31.0,,,66506.0,58374.0,,
5/25/21,1248212.0,2536.0,0.0,4335.0,4262.0,42.0,2.0,31.0,,,66575.0,58432.0,,
5/26/21,1250640.0,2428.0,4.0,4339.0,4269.0,39.0,3.0,31.0,,,66678.0,58569.0,,
5/27/21,1253344.0,2704.0,6.0,4345.0,4273.0,41.0,3.0,31.0,,,66848.0,59080.0,,
5/28/21,1255502.0,2158.0,1.0,4346.0,4281.0,34.0,3.0,31.0,,,66984.0,59538.0,,
5/29/21,1258830.0,3328.0,4.0,4350.0,4287.0,32.0,4.0,31.0,,,67146.0,59642.0,,
5/30/21,1259345.0,515.0,7.0,4357.0,4293.0,33.0,4.0,31.0,,,66848.0,59740.0,,
6/1/21,1260148.0,803.0,3.0,4360.0,4298.0,31.0,4.0,31.0,,,67436.0,60008.0,,
6/2/21,1261377.0,1229.0,3.0,4363.0,4307.0,25.0,4.0,31.0,,,67499.0,60159.0,,
6/3/21,1262765.0,1388.0,8.0,4371.0,4310.0,30.0,1.0,31.0,,,67593.0,60286.0,,
6/4/21,1263734.0,969.0,3.0,4374.0,4312.0,31.0,1.0,31.0,,,67715.0,60555.0,,
6/5/21,1264605.0,871.0,2.0,4376.0,4317.0,28.0,0.0,31.0,,,67864.0,60733.0,,
6/6/21,1264797.0,192.0,2.0,4378.0,4324.0,23.0,2.0,31.0,,,67981.0,60959.0,,
6/7/21,1264950.0,153.0,3.0,4381.0,4329.0,21.0,2.0,31.0,,,68045.0,61110.0,,
6/8/21,1265820.0,870.0,0.0,4381.0,4329.0,21.0,2.0,31.0,,,68096.0,61266.0,,
6/9/21,1266724.0,904.0,3.0,4384.0,4334.0,19.0,3.0,31.0,,,68155.0,61514.0,,
6/10/21,1267414.0,690.0,0.0,4384.0,4336.0,17.0,3.0,31.0,,,68263.0,61727.0,,
6/11/21,1268064.0,650.0,0.0,4384.0,4341.0,12.0,2.0,31.0,,,68411.0,62111.0,,
6/12/21,1268761.0,697.0,3.0,4387.0,4342.0,14.0,2.0,31.0,,,68502.0,62408.0,,
6/13/21,1268987.0,226.0,0.0,4387.0,4342.0,14.0,2.0,31.0,,,68655.0,62961.0,,
6/14/21,1269075.0,88.0,0.0,4387.0,4346.0,10.0,2.0,31.0,,,68691.0,63603.0,,
6/15/21,1269602.0,527.0,0.0,4387.0,4348.0,8.0,2.0,31.0,,,68725.0,63688.0,,
6/16/21,1270408.0,806.0,0.0,4387.0,4349.0,7.0,2.0,31.0,,,68835.0,63968.0,,
6/17/21,1271274.0,866.0,3.0,4390.0,4349.0,10.0,3.0,31.0,,,68924.0,64136.0,,
6/18/21,1271890.0,616.0,1.0,4391.0,4352.0,8.0,3.0,31.0,,,69000.0,64296.0,,
6/19/21,1272348.0,458.0,0.0,4391.0,4352.0,8.0,2.0,31.0,,,69115.0,64445.0,,
6/20/21,1272486.0,138.0,0.0,4391.0,4355.0,5.0,1.0,31.0,,,69186.0,64572.0,,
6/21/21,1272570.0,84.0,2.0,4393.0,4355.0,7.0,2.0,31.0,,,69252.0,64644.0,,
6/22/21,1272925.0,355.0,1.0,4394.0,4356.0,7.0,2.0,31.0,,,69286.0,64699.0,,
6/23/21,1273512.0,587.0,2.0,4396.0,4357.0,8.0,3.0,31.0,,,69328.0,64748.0,,
6/24/21,1274069.0,557.0,3.0,4399.0,4358.0,10.0,2.0,31.0,,,69414.0,64841.0,,
6/25/21,1274511.0,442.0,1.0,4400.0,4359.0,10.0,2.0,31.0,,,69493.0,64960.0,,
6/26/21,1275002.0,491.0,0.0,4400.0,4361.0,8.0,2.0,31.0,,,69555.0,65144.0,,
